PublicationDate,countryName,reportingYear,Pollutant,Releases
2025/03/10,Poland,2018,Halogenated organic compounds (as AOX),157710
2025/03/10,Sweden,2009,Total phosphorus,320650
2025/03/10,Ireland,2008,Copper and compounds (as Cu),471.4
2025/03/10,Poland,2013,"1,2-dichloroethane (DCE-1,2)",496.7
2025/03/10,United Kingdom,2015,Halogenated organic compounds (as AOX),520740
2025/03/10,Greece,2021,Total organic carbon(as total C or COD/3) (TOC),2907000
2025/03/10,Sweden,2010,Total phosphorus,318590
2025/03/10,Hungary,2007,"1,2-dichloroethane (DCE-1,2)",633
2025/03/10,United Kingdom,2015,Polycyclic aromatic hydrocarbons (PAHs),570.16
2025/03/10,Italy,2013,"1,2-dichloroethane (DCE-1,2)",1409
2025/03/10,Sweden,2022,Total nitrogen,9065000
2025/03/10,Greece,2021,Halogenated organic compounds (as AOX),53500
2025/03/10,United Kingdom,2010,Chromium and compounds (as Cr),13055.199999999997
2025/03/10,United Kingdom,2012,Cyanides (as total CN),16275.999999999998
2025/03/10,Sweden,2009,Vinyl chloride,15
2025/03/10,Spain,2008,Zinc and compounds (as Zn),64969
2025/03/10,Czechia,2010,Halogenated organic compounds (as AOX),63070
2025/03/10,Germany,2015,Di-(2-ethyl hexyl) phthalate (DEHP),2147.5999999999995
2025/03/10,Spain,2011,Nickel and compounds (as Ni),9518.599999999999
2025/03/10,Ireland,2009,Total organic carbon(as total C or COD/3) (TOC),7369200
2025/03/10,Poland,2017,Nickel and compounds (as Ni),10425.099999999999
2025/03/10,Italy,2013,Heptachlor,92
2025/03/10,Spain,2023,Arsenic and compounds (as As),4821.62
2025/03/10,Spain,2021,Nickel and compounds (as Ni),15591.400000000003
2025/03/10,Finland,2022,Mercury and compounds (as Hg),64.81
2025/03/10,Finland,2012,Arsenic and compounds (as As),1673.1299999999999
2025/03/10,Germany,2016,Chlorides (as total Cl),6450320000
2025/03/10,Italy,2009,Cyanides (as total CN),40583.1
2025/03/10,Finland,2022,Chromium and compounds (as Cr),1675.5
2025/03/10,Denmark,2021,Mercury and compounds (as Hg),52.81965699999999
2025/03/10,Slovakia,2015,Total nitrogen,1964300
2025/03/10,Slovakia,2008,Nickel and compounds (as Ni),116.69999999999999
2025/03/10,Italy,2010,Cyanides (as total CN),48113.7
2025/03/10,United Kingdom,2019,Chlorides (as total Cl),953990000
2025/03/10,Finland,2017,Chlorides (as total Cl),97480000
2025/03/10,Sweden,2014,Naphthalene,47
2025/03/10,Luxembourg,2010,Total organic carbon(as total C or COD/3) (TOC),723000
2025/03/10,Poland,2009,Copper and compounds (as Cu),11364.4
2025/03/10,Italy,2011,Pentachlorobenzene,24.009999999999998
2025/03/10,Germany,2023,Cadmium and compounds (as Cd),341.70000000000005
2025/03/10,Sweden,2019,Di-(2-ethyl hexyl) phthalate (DEHP),846.3
2025/03/10,Czechia,2019,Fluorides (as total F),138925.83855000001
2025/03/10,Denmark,2021,Chromium and compounds (as Cr),221.26155500000004
2025/03/10,Luxembourg,2010,Total phosphorus,31010
2025/03/10,France,2010,Isoproturon,11.25
2025/03/10,Sweden,2007,Arsenic and compounds (as As),1760.43
2025/03/10,Sweden,2011,Ethyl benzene,2
2025/03/10,Luxembourg,2007,Arsenic and compounds (as As),15
2025/03/10,Belgium,2011,Phenols (as total C),1405.7
2025/03/10,Italy,2007,Trichloromethane,2831.5
2025/03/10,Czechia,2021,Total nitrogen,4039749.4782
2025/03/10,Spain,2013,Chromium and compounds (as Cr),23469.300000000003
2025/03/10,Poland,2010,Copper and compounds (as Cu),11449.199999999999
2025/03/10,Italy,2007,Total phosphorus,4944240
2025/03/10,Italy,2017,Trichloromethane,2693.7
2025/03/10,Latvia,2019,Copper and compounds (as Cu),533
2025/03/10,France,2019,Trichloroethylene (TRI),105
2025/03/10,Germany,2018,Phenols (as total C),5049.3
2025/03/10,Belgium,2013,Copper and compounds (as Cu),5859.9
2025/03/10,Greece,2012,Arsenic and compounds (as As),344.59999999999997
2025/03/10,Ireland,2010,Total organic carbon(as total C or COD/3) (TOC),7176700
2025/03/10,Portugal,2007,Naphthalene,17.5
2025/03/10,Belgium,2012,Copper and compounds (as Cu),4766.8
2025/03/10,Slovakia,2021,Total phosphorus,96240
2025/03/10,Estonia,2016,Total nitrogen,512300
2025/03/10,United Kingdom,2009,Chromium and compounds (as Cr),15067.3
2025/03/10,Italy,2017,Chlordane,1.3
2025/03/10,Hungary,2020,Total phosphorus,337870
2025/03/10,Switzerland,2014,Copper and compounds (as Cu),1259.6
2025/03/10,Poland,2012,Nonylphenol and Nonylphenol ethoxylates,2.2
2025/03/10,Poland,2023,PCDD + PCDF (dioxins + furans) (as Teq),0.0004
2025/03/10,Italy,2021,Trichloroethylene (TRI),1896.2717000000002
2025/03/10,Latvia,2015,Phenols (as total C),163
2025/03/10,Ireland,2012,Phenols (as total C),687.4
2025/03/10,Sweden,2012,Lead and compounds (as Pb),1580.8999999999999
2025/03/10,Serbia,2017,Zinc and compounds (as Zn),53790
2025/03/10,Netherlands,2011,Arsenic and compounds (as As),1555.0500000000002
2025/03/10,Netherlands,2011,Lead and compounds (as Pb),3256
2025/03/10,Slovenia,2012,Chlorides (as total Cl),3010000
2025/03/10,Switzerland,2012,Halogenated organic compounds (as AOX),24530
2025/03/10,Germany,2007,Tetrachloroethylene,66.5
2025/03/10,Switzerland,2012,Chlorides (as total Cl),90570000
2025/03/10,Poland,2012,Polycyclic aromatic hydrocarbons (PAHs),259
2025/03/10,Switzerland,2013,Chlorides (as total Cl),100450000
2025/03/10,Bulgaria,2007,Copper and compounds (as Cu),4293.9
2025/03/10,Portugal,2020,Chlorides (as total Cl),161700000
2025/03/10,France,2022,Fluorides (as total F),309090
2025/03/10,United Kingdom,2007,Anthracene,70.9
2025/03/10,Belgium,2023,Mercury and compounds (as Hg),10.510000000000002
2025/03/10,Belgium,2023,Chromium and compounds (as Cr),819.4
2025/03/10,Croatia,2018,Copper and compounds (as Cu),3250
2025/03/10,Finland,2015,Lead and compounds (as Pb),763.5
2025/03/10,Poland,2015,Lead and compounds (as Pb),33517.799999999996
2025/03/10,Serbia,2018,Mercury and compounds (as Hg),610
2025/03/10,Italy,2016,Fluorides (as total F),486070
2025/03/10,Sweden,2018,Trichlorobenzenes (TCB),14.9
2025/03/10,France,2021,Di-(2-ethyl hexyl) phthalate (DEHP),540.899998
2025/03/10,Bulgaria,2021,Phenols (as total C),1172
2025/03/10,Bulgaria,2021,Cadmium and compounds (as Cd),942
2025/03/10,Slovenia,2016,Arsenic and compounds (as As),18.6
2025/03/10,Poland,2019,Trichlorobenzenes (TCB),22.11
2025/03/10,France,2010,Tetrachloromethane (TCM),26.18
2025/03/10,Poland,2012,Naphthalene,76.2
2025/03/10,Greece,2020,Lead and compounds (as Pb),757
2025/03/10,Czechia,2022,Mercury and compounds (as Hg),37.009
2025/03/10,Bulgaria,2016,Zinc and compounds (as Zn),27180
2025/03/10,Latvia,2009,Total organic carbon(as total C or COD/3) (TOC),2710000
2025/03/10,Austria,2013,Nickel and compounds (as Ni),15717.199999999999
2025/03/10,Latvia,2020,Total organic carbon(as total C or COD/3) (TOC),1110000
2025/03/10,Portugal,2020,Trichloromethane,53.300000000000004
2025/03/10,Spain,2007,Trichloroethylene (TRI),100.8
2025/03/10,Spain,2017,"Chloro-alkanes, C10-C13",67.27999999999999
2025/03/10,Switzerland,2011,Phenols (as total C),317.5
2025/03/10,Cyprus,2008,Total phosphorus,14800
2025/03/10,Spain,2015,Tetrachloroethylene,10.8
2025/03/10,Belgium,2022,Naphthalene,45.9
2025/03/10,Finland,2014,Total nitrogen,8196300
2025/03/10,Denmark,2019,Lead and compounds (as Pb),144.95499999999998
2025/03/10,Slovakia,2021,Trichloromethane,77.5
2025/03/10,Czechia,2008,Arsenic and compounds (as As),1926.5
2025/03/10,Portugal,2021,Zinc and compounds (as Zn),26814
2025/03/10,Denmark,2011,Total nitrogen,1631500
2025/03/10,Austria,2017,Fluorides (as total F),32760
2025/03/10,Belgium,2019,Polychlorinated biphenyls (PCBs),0.398
2025/03/10,Latvia,2022,Total nitrogen,339000
2025/03/10,Sweden,2013,Octylphenols and Octylphenol ethoxylates,1.23
2025/03/10,Denmark,2020,Copper and compounds (as Cu),384.1497
2025/03/10,Italy,2019,Benzene,1039.7
2025/03/10,Poland,2008,Octylphenols and Octylphenol ethoxylates,130.11
2025/03/10,Malta,2009,Chromium and compounds (as Cr),246
2025/03/10,Greece,2011,Total organic carbon(as total C or COD/3) (TOC),4955600
2025/03/10,France,2009,Isoproturon,15.47
2025/03/10,Finland,2009,Polycyclic aromatic hydrocarbons (PAHs),5.4
2025/03/10,Norway,2016,Nickel and compounds (as Ni),7314.5
2025/03/10,Latvia,2023,Phenols (as total C),225
2025/03/10,Italy,2019,Octylphenols and Octylphenol ethoxylates,47.049
2025/03/10,Czechia,2009,Trichlorobenzenes (TCB),11.09
2025/03/10,Belgium,2010,Trichloroethylene (TRI),11.4
2025/03/10,Czechia,2010,Trichlorobenzenes (TCB),5.71
2025/03/10,Finland,2009,Halogenated organic compounds (as AOX),827550
2025/03/10,Finland,2009,Nonylphenol and Nonylphenol ethoxylates,26.2
2025/03/10,France,2009,Naphthalene,53.6
2025/03/10,Spain,2019,Anthracene,20.13
2025/03/10,Latvia,2012,Cadmium and compounds (as Cd),5
2025/03/10,Italy,2008,Aldrin,201.42000000000002
2025/03/10,France,2017,Anthracene,4
2025/03/10,Austria,2018,Zinc and compounds (as Zn),67923
2025/03/10,Iceland,2016,Nickel and compounds (as Ni),40
2025/03/10,Serbia,2019,Chlorides (as total Cl),78600000
2025/03/10,Austria,2019,Nonylphenol and Nonylphenol ethoxylates,63.86
2025/03/10,Slovakia,2022,Halogenated organic compounds (as AOX),18580
2025/03/10,Belgium,2018,Mercury and compounds (as Hg),8.27
2025/03/10,Serbia,2019,Polychlorinated biphenyls (PCBs),1.24
2025/03/10,Hungary,2019,Phenols (as total C),769.76
2025/03/10,Serbia,2013,Cyanides (as total CN),1195
2025/03/10,Sweden,2012,Octylphenols and Octylphenol ethoxylates,1.5
2025/03/10,Luxembourg,2009,Total organic carbon(as total C or COD/3) (TOC),916000
2025/03/10,Luxembourg,2009,Total phosphorus,33900
2025/03/10,Denmark,2017,Copper and compounds (as Cu),568
2025/03/10,Italy,2020,Trichlorobenzenes (TCB),456.1608
2025/03/10,Italy,2022,Endosulphan,26.0487
2025/03/10,Germany,2010,Toluene,149
2025/03/10,Serbia,2022,Naphthalene,10.1
2025/03/10,Belgium,2021,Nonylphenol and Nonylphenol ethoxylates,17.1
2025/03/10,Italy,2016,Alachlor,9.47
2025/03/10,Slovakia,2014,Total phosphorus,120710
2025/03/10,Bulgaria,2015,Total organic carbon(as total C or COD/3) (TOC),4106900
2025/03/10,Slovenia,2018,Total nitrogen,552411
2025/03/10,Romania,2011,Nickel and compounds (as Ni),12686.5
2025/03/10,Austria,2012,Nickel and compounds (as Ni),4556.2
2025/03/10,Germany,2011,"1,2-dichloroethane (DCE-1,2)",79
2025/03/10,Iceland,2019,Total nitrogen,2756179
2025/03/10,Portugal,2012,Dichloromethane (DCM),115.5
2025/03/10,Luxembourg,2018,Total phosphorus,10800
2025/03/10,Germany,2021,Organotin compounds (as total Sn),194
2025/03/10,Slovenia,2010,Zinc and compounds (as Zn),2495
2025/03/10,Belgium,2009,Trichloroethylene (TRI),15
2025/03/10,Italy,2017,Triphenyltin and compounds,10.58
2025/03/10,Ireland,2018,Phenols (as total C),1135.429
2025/03/10,Denmark,2014,Mercury and compounds (as Hg),15.4
2025/03/10,Italy,2016,Hexabromobiphenyl,0.6799999999999999
2025/03/10,Norway,2011,Nonylphenol and Nonylphenol ethoxylates,3.17
2025/03/10,Sweden,2008,Cyanides (as total CN),5328
2025/03/10,France,2020,Pentachlorobenzene,10.9
2025/03/10,Austria,2023,Anthracene,1.39
2025/03/10,Sweden,2010,Vinyl chloride,17
2025/03/10,Bulgaria,2009,Nickel and compounds (as Ni),4001.3
2025/03/10,Slovakia,2010,Octylphenols and Octylphenol ethoxylates,17
2025/03/10,Serbia,2010,Arsenic and compounds (as As),37366.4
2025/03/10,Malta,2012,Copper and compounds (as Cu),495
2025/03/10,Netherlands,2022,Polychlorinated biphenyls (PCBs),0.19
2025/03/10,Finland,2013,"1,2-dichloroethane (DCE-1,2)",248
2025/03/10,Slovakia,2007,Copper and compounds (as Cu),208.7
2025/03/10,Serbia,2012,Cyanides (as total CN),1030
2025/03/10,Spain,2016,Tributyltin and compounds,171
2025/03/10,Malta,2011,Benzene,216
2025/03/10,Cyprus,2021,Cadmium and compounds (as Cd),28.7
2025/03/10,Iceland,2014,Cyanides (as total CN),26
2025/03/10,Slovenia,2013,Chlorides (as total Cl),4420000
2025/03/10,Cyprus,2021,Lead and compounds (as Pb),473
2025/03/10,Belgium,2016,"1,2-dichloroethane (DCE-1,2)",54.2
2025/03/10,Spain,2018,Brominated diphenylethers (PBDE),15
2025/03/10,Poland,2021,Total organic carbon(as total C or COD/3) (TOC),13871600
2025/03/10,Sweden,2015,Nickel and compounds (as Ni),5343.099999999999
2025/03/10,Portugal,2022,Cyanides (as total CN),638.2
2025/03/10,Belgium,2022,Chromium and compounds (as Cr),1080.5
2025/03/10,Austria,2010,Total phosphorus,392860
2025/03/10,Germany,2012,Total phosphorus,1708880
2025/03/10,Italy,2013,Alachlor,9
2025/03/10,Portugal,2023,Arsenic and compounds (as As),924.82
2025/03/10,Switzerland,2008,Zinc and compounds (as Zn),4827
2025/03/10,Germany,2014,Fluorides (as total F),1316230
2025/03/10,France,2010,Phenols (as total C),22545.3
2025/03/10,Italy,2012,Copper and compounds (as Cu),35030.4
2025/03/10,Italy,2023,Chromium and compounds (as Cr),35471.5383
2025/03/10,Portugal,2021,Chlorides (as total Cl),168740000
2025/03/10,Germany,2015,Total organic carbon(as total C or COD/3) (TOC),63036100
2025/03/10,Belgium,2007,Total organic carbon(as total C or COD/3) (TOC),8382500
2025/03/10,Slovakia,2010,Polychlorinated biphenyls (PCBs),0.2
2025/03/10,Poland,2018,Total nitrogen,12029900
2025/03/10,Spain,2020,Nickel and compounds (as Ni),9761.2
2025/03/10,Spain,2012,Chlorides (as total Cl),1730230000
2025/03/10,Spain,2008,Total phosphorus,3663340
2025/03/10,Spain,2016,Fluoranthene,1.81
2025/03/10,United Kingdom,2010,Nonylphenol and Nonylphenol ethoxylates,20117.36
2025/03/10,United Kingdom,2011,Total phosphorus,16325780
2025/03/10,Belgium,2010,Dichloromethane (DCM),1307
2025/03/10,France,2018,Di-(2-ethyl hexyl) phthalate (DEHP),567.4300000000001
2025/03/10,Ireland,2008,Fluoranthene,2.33
2025/03/10,United Kingdom,2012,Fluoranthene,189.23999999999998
2025/03/10,Poland,2023,Arsenic and compounds (as As),1761.37
2025/03/10,Poland,2023,Trichloroethylene (TRI),17
2025/03/10,Lithuania,2014,Cadmium and compounds (as Cd),46
2025/03/10,Estonia,2011,Total nitrogen,677500
2025/03/10,United Kingdom,2013,Fluoranthene,98.43
2025/03/10,Sweden,2022,Halogenated organic compounds (as AOX),421710
2025/03/10,Sweden,2022,Trichlorobenzenes (TCB),28.7
2025/03/10,Germany,2018,Polychlorinated biphenyls (PCBs),1.35
2025/03/10,Netherlands,2008,Mercury and compounds (as Hg),37.71
2025/03/10,Lithuania,2014,Fluorides (as total F),2480
2025/03/10,Czechia,2010,Chromium and compounds (as Cr),1431
2025/03/10,Czechia,2011,Fluorides (as total F),125720
2025/03/10,United Kingdom,2011,Trichloromethane,2657.7999999999997
2025/03/10,Germany,2014,Cadmium and compounds (as Cd),479.4000000000001
2025/03/10,Germany,2008,Toluene,299.3
2025/03/10,Italy,2011,Fluorides (as total F),741570
2025/03/10,Italy,2014,Lead and compounds (as Pb),40416
2025/03/10,Italy,2020,Lindane,26.0694
2025/03/10,Italy,2021,Nonylphenol and Nonylphenol ethoxylates,542.5737999999999
2025/03/10,Sweden,2017,Copper and compounds (as Cu),8737.9
2025/03/10,Sweden,2017,Cyanides (as total CN),1161
2025/03/10,Germany,2007,Halogenated organic compounds (as AOX),231900
2025/03/10,Germany,2016,Zinc and compounds (as Zn),246254
2025/03/10,Germany,2009,Polychlorinated biphenyls (PCBs),1.57
2025/03/10,Italy,2011,Cadmium and compounds (as Cd),5102.5
2025/03/10,Finland,2020,Arsenic and compounds (as As),937.59
2025/03/10,Serbia,2022,Mercury and compounds (as Hg),179
2025/03/10,Netherlands,2007,Halogenated organic compounds (as AOX),22350
2025/03/10,Romania,2019,Chlorides (as total Cl),243280000
2025/03/10,United Kingdom,2019,Zinc and compounds (as Zn),295398
2025/03/10,Czechia,2019,Total organic carbon(as total C or COD/3) (TOC),5555899.92
2025/03/10,Bulgaria,2017,Total organic carbon(as total C or COD/3) (TOC),4589300
2025/03/10,France,2018,"Benzo(g,h,i)perylene",1.95
2025/03/10,Czechia,2014,Lead and compounds (as Pb),1127.6
2025/03/10,Finland,2022,Nonylphenol and Nonylphenol ethoxylates,14.629999999999999
2025/03/10,Bulgaria,2008,Anthracene,387
2025/03/10,Portugal,2007,Phenols (as total C),6170.5
2025/03/10,United Kingdom,2009,Naphthalene,123360.60000000002
2025/03/10,France,2008,Naphthalene,11.3
2025/03/10,Ireland,2010,Zinc and compounds (as Zn),18816
2025/03/10,France,2008,Tetrachloromethane (TCM),144
2025/03/10,Spain,2013,Polycyclic aromatic hydrocarbons (PAHs),715.6199999999999
2025/03/10,Netherlands,2014,Copper and compounds (as Cu),3884.5
2025/03/10,Ireland,2010,Dieldrin,47.93
2025/03/10,Poland,2007,Phenols (as total C),24670.8
2025/03/10,Italy,2007,Fluorides (as total F),520970
2025/03/10,Poland,2012,Chromium and compounds (as Cr),8333.1
2025/03/10,Italy,2017,Aldrin,61.87
2025/03/10,Slovakia,2021,Zinc and compounds (as Zn),3478
2025/03/10,Serbia,2014,Nickel and compounds (as Ni),2799
2025/03/10,Finland,2007,Fluorides (as total F),108350
2025/03/10,Hungary,2012,Total nitrogen,3707400
2025/03/10,Germany,2013,Trichloromethane,823
2025/03/10,United Kingdom,2010,Naphthalene,155719.3
2025/03/10,Germany,2021,Di-(2-ethyl hexyl) phthalate (DEHP),1533.8799999999999
2025/03/10,Belgium,2008,Lead and compounds (as Pb),3924.7999999999997
2025/03/10,Serbia,2014,Chlorides (as total Cl),147120000
2025/03/10,Germany,2013,Total phosphorus,1809390
2025/03/10,Austria,2014,Diuron,56.43
2025/03/10,Hungary,2014,Halogenated organic compounds (as AOX),8590
2025/03/10,Italy,2008,Trichloromethane,3106.7
2025/03/10,France,2009,Phenols (as total C),28214.000000000004
2025/03/10,France,2019,Dichloromethane (DCM),407.400001
2025/03/10,Latvia,2016,Lead and compounds (as Pb),98
2025/03/10,Latvia,2017,Cadmium and compounds (as Cd),7.5
2025/03/10,Spain,2013,Nonylphenol and Nonylphenol ethoxylates,151.23999999999998
2025/03/10,Hungary,2017,Cadmium and compounds (as Cd),296.65
2025/03/10,Spain,2008,Trichloromethane,548.5999999999999
2025/03/10,Hungary,2017,Fluorides (as total F),21170
2025/03/10,Italy,2008,Triphenyltin and compounds,65.1
2025/03/10,Italy,2008,Chlorides (as total Cl),1277660000
2025/03/10,Finland,2009,Chromium and compounds (as Cr),2196
2025/03/10,United Kingdom,2009,Polycyclic aromatic hydrocarbons (PAHs),442.9
2025/03/10,Germany,2021,Phenols (as total C),7823.8
2025/03/10,Serbia,2021,Chromium and compounds (as Cr),3807.3
2025/03/10,France,2009,Cadmium and compounds (as Cd),9727.56
2025/03/10,Italy,2021,Dichloromethane (DCM),2910.2985
2025/03/10,Italy,2017,Tetrachloroethylene,1330.2
2025/03/10,Netherlands,2013,Total phosphorus,1345730
2025/03/10,Italy,2009,Endosulphan,1.1
2025/03/10,Norway,2011,Chromium and compounds (as Cr),1930.8
2025/03/10,Italy,2021,Polycyclic aromatic hydrocarbons (PAHs),1234.8959
2025/03/10,Slovakia,2017,Nickel and compounds (as Ni),26.1
2025/03/10,Ireland,2012,Nickel and compounds (as Ni),2600.3
2025/03/10,Italy,2017,Lindane,24.1
2025/03/10,Iceland,2018,Cyanides (as total CN),2402
2025/03/10,Netherlands,2016,Zinc and compounds (as Zn),47652
2025/03/10,United Kingdom,2007,Xylenes,256122.46999999997
2025/03/10,Croatia,2017,Nonylphenol and Nonylphenol ethoxylates,1.87
2025/03/10,Norway,2016,Phenols (as total C),213624.5
2025/03/10,Hungary,2011,Total phosphorus,465180
2025/03/10,Spain,2012,Polycyclic aromatic hydrocarbons (PAHs),1653.57
2025/03/10,Denmark,2012,Di-(2-ethyl hexyl) phthalate (DEHP),2.31
2025/03/10,Switzerland,2012,Zinc and compounds (as Zn),3670
2025/03/10,Denmark,2023,Total organic carbon(as total C or COD/3) (TOC),4366619.969296
2025/03/10,United Kingdom,2009,Nonylphenol and Nonylphenol ethoxylates,13164.93
2025/03/10,Latvia,2021,Phenols (as total C),126
2025/03/10,Slovakia,2018,Halogenated organic compounds (as AOX),22740
2025/03/10,Slovenia,2012,Octylphenols and Octylphenol ethoxylates,1.07
2025/03/10,Czechia,2015,Chlorides (as total Cl),77260000
2025/03/10,Belgium,2017,Halogenated organic compounds (as AOX),22440
2025/03/10,Ireland,2014,Di-(2-ethyl hexyl) phthalate (DEHP),233.54000000000002
2025/03/10,Bulgaria,2016,Chlorides (as total Cl),11250000
2025/03/10,Belgium,2009,Dichloromethane (DCM),1721.5
2025/03/10,Greece,2019,Total phosphorus,851700
2025/03/10,Spain,2017,Ethylene oxide,20.9
2025/03/10,Austria,2011,Nonylphenol and Nonylphenol ethoxylates,117.53999999999999
