PublicationDate,countryName,reportingYear,Pollutant,Releases
2025/03/10,Italy,2012,Anthracene,9.5
2025/03/10,Spain,2007,Nonylphenol and Nonylphenol ethoxylates,71.04
2025/03/10,United Kingdom,2018,Tetrachloroethylene,239.8
2025/03/10,Hungary,2014,Lead and compounds (as Pb),4516
2025/03/10,Slovakia,2012,Phenols (as total C),1134.3
2025/03/10,Germany,2016,Mercury and compounds (as Hg),118.15
2025/03/10,Latvia,2018,Nickel and compounds (as Ni),332
2025/03/10,Serbia,2014,Copper and compounds (as Cu),72423
2025/03/10,Ireland,2010,Diuron,21.77
2025/03/10,France,2009,Copper and compounds (as Cu),53070.1
2025/03/10,Italy,2011,Di-(2-ethyl hexyl) phthalate (DEHP),78.29
2025/03/10,Latvia,2013,Cadmium and compounds (as Cd),8.2
2025/03/10,France,2011,Arsenic and compounds (as As),4466.78
2025/03/10,Italy,2010,Tetrachloroethylene,1617.6999999999998
2025/03/10,Austria,2020,Total organic carbon(as total C or COD/3) (TOC),14499100
2025/03/10,Portugal,2017,Arsenic and compounds (as As),732.2500000000001
2025/03/10,France,2011,Tetrachloroethylene,1376.6
2025/03/10,Sweden,2012,Copper and compounds (as Cu),8085.099999999999
2025/03/10,Spain,2009,Cyanides (as total CN),8410.4
2025/03/10,Poland,2011,Cyanides (as total CN),2577.7
2025/03/10,Hungary,2010,Zinc and compounds (as Zn),20303
2025/03/10,Netherlands,2013,Fluorides (as total F),598340
2025/03/10,Germany,2016,Pentachlorophenol (PCP),61.96
2025/03/10,France,2023,Cyanides (as total CN),2334.299999
2025/03/10,Belgium,2016,Copper and compounds (as Cu),4827.799999999999
2025/03/10,Serbia,2017,Fluorides (as total F),1175870
2025/03/10,Portugal,2014,Octylphenols and Octylphenol ethoxylates,11.2
2025/03/10,Romania,2020,Mercury and compounds (as Hg),13.47
2025/03/10,Poland,2013,Polycyclic aromatic hydrocarbons (PAHs),140.38
2025/03/10,United Kingdom,2010,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",2.03
2025/03/10,Poland,2014,Hexachlorobutadiene (HCBD),18.46
2025/03/10,Portugal,2015,Copper and compounds (as Cu),9266.199999999999
2025/03/10,United Kingdom,2017,Dichloromethane (DCM),1398.2
2025/03/10,Malta,2013,Total nitrogen,952900
2025/03/10,Belgium,2019,Fluorides (as total F),1061880
2025/03/10,Denmark,2023,Chlorides (as total Cl),38663470.916999996
2025/03/10,Malta,2011,Chromium and compounds (as Cr),567
2025/03/10,Germany,2016,Tetrachloroethylene,45.2
2025/03/10,France,2008,Fluoranthene,12.9
2025/03/10,Belgium,2017,Total phosphorus,604740
2025/03/10,Romania,2021,Chromium and compounds (as Cr),2587.9
2025/03/10,Greece,2020,Cyanides (as total CN),183
2025/03/10,Greece,2018,Halogenated organic compounds (as AOX),44300
2025/03/10,Serbia,2011,Nickel and compounds (as Ni),5765
2025/03/10,Serbia,2023,Toluene,50900
2025/03/10,Lithuania,2021,Lead and compounds (as Pb),195
2025/03/10,United Kingdom,2008,Triphenyltin and compounds,5.34
2025/03/10,Belgium,2019,Arsenic and compounds (as As),933.72
2025/03/10,Spain,2014,Simazine,14632
2025/03/10,Serbia,2023,Lindane,2.05
2025/03/10,Lithuania,2010,Total organic carbon(as total C or COD/3) (TOC),394000
2025/03/10,Croatia,2019,Total nitrogen,4486600
2025/03/10,Belgium,2015,Total nitrogen,3737800
2025/03/10,Croatia,2017,Zinc and compounds (as Zn),6075
2025/03/10,Serbia,2018,Chromium and compounds (as Cr),14449
2025/03/10,Ireland,2019,Mercury and compounds (as Hg),2
2025/03/10,Ireland,2011,Cadmium and compounds (as Cd),25.690000000000005
2025/03/10,Italy,2012,DDT (DDT),87
2025/03/10,Germany,2023,Simazine,4.4399999999999995
2025/03/10,Ireland,2013,Phenols (as total C),645
2025/03/10,Iceland,2016,Fluorides (as total F),308500
2025/03/10,Malta,2018,Arsenic and compounds (as As),14
2025/03/10,Hungary,2019,Chlorides (as total Cl),14600000
2025/03/10,Iceland,2022,Cyanides (as total CN),2520
2025/03/10,Iceland,2008,Arsenic and compounds (as As),89
2025/03/10,Austria,2018,Fluorides (as total F),155690
2025/03/10,Switzerland,2020,Cyanides (as total CN),18.732
2025/03/10,United Kingdom,2008,Trichloroethylene (TRI),290.1
2025/03/10,Hungary,2021,"1,2-dichloroethane (DCE-1,2)",181
2025/03/10,Poland,2019,Trichloromethane,257.2
2025/03/10,Slovakia,2007,Polychlorinated biphenyls (PCBs),0.2
2025/03/10,Belgium,2016,Dichloromethane (DCM),30.3
2025/03/10,Denmark,2019,Copper and compounds (as Cu),517.538
2025/03/10,Iceland,2017,Benzene,1
2025/03/10,Switzerland,2020,Lead and compounds (as Pb),116.58000000000001
2025/03/10,Slovakia,2022,Phenols (as total C),2891.2
2025/03/10,Sweden,2014,PCDD + PCDF (dioxins + furans) (as Teq),0.00062
2025/03/10,Finland,2011,Di-(2-ethyl hexyl) phthalate (DEHP),35.400000000000006
2025/03/10,France,2011,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",44.589999999999996
2025/03/10,Norway,2016,Anthracene,104.32999999999998
2025/03/10,Croatia,2023,Total phosphorus,362280
2025/03/10,Belgium,2022,Mercury and compounds (as Hg),3.4
2025/03/10,Denmark,2015,Phenols (as total C),109
2025/03/10,Portugal,2021,Octylphenols and Octylphenol ethoxylates,3.5700000000000003
2025/03/10,Denmark,2011,Zinc and compounds (as Zn),4374
2025/03/10,Portugal,2007,Octylphenols and Octylphenol ethoxylates,4.47
2025/03/10,Portugal,2016,Total nitrogen,13336900
2025/03/10,Finland,2008,Total phosphorus,177390
2025/03/10,Denmark,2018,Cadmium and compounds (as Cd),5.145099999999999
2025/03/10,Netherlands,2020,Mercury and compounds (as Hg),8.39
2025/03/10,Spain,2013,Diuron,40.48
2025/03/10,Denmark,2018,Lead and compounds (as Pb),92.203
2025/03/10,Spain,2013,Atrazine,2.04
2025/03/10,Netherlands,2014,Cadmium and compounds (as Cd),30.6
2025/03/10,Sweden,2007,Anthracene,2020
2025/03/10,Ireland,2015,Arsenic and compounds (as As),1166.65
2025/03/10,Sweden,2008,Trichloromethane,20.9
2025/03/10,Romania,2010,Cadmium and compounds (as Cd),1719
2025/03/10,Belgium,2011,Vinyl chloride,26.3
2025/03/10,Finland,2015,Cyanides (as total CN),2553
2025/03/10,Finland,2021,Tetrachloroethylene,11.4
2025/03/10,Ireland,2018,Chlorides (as total Cl),246397737.09999996
2025/03/10,Spain,2010,Polychlorinated biphenyls (PCBs),0.418
2025/03/10,Slovakia,2008,Nonylphenol and Nonylphenol ethoxylates,3.91
2025/03/10,Slovenia,2007,Total phosphorus,186700
2025/03/10,Croatia,2016,Chromium and compounds (as Cr),733.8
2025/03/10,Austria,2013,Isoproturon,1.08
2025/03/10,Netherlands,2018,Polychlorinated biphenyls (PCBs),0.47
2025/03/10,Romania,2011,"1,2-dichloroethane (DCE-1,2)",66.5
2025/03/10,Iceland,2008,Total organic carbon(as total C or COD/3) (TOC),57600
2025/03/10,Romania,2016,Di-(2-ethyl hexyl) phthalate (DEHP),2540
2025/03/10,Austria,2015,Anthracene,1.86
2025/03/10,Iceland,2009,Total nitrogen,522000
2025/03/10,Austria,2021,Zinc and compounds (as Zn),91816
2025/03/10,Germany,2021,Tetrachloroethylene,20
2025/03/10,Ireland,2023,Lindane,567.3122
2025/03/10,Greece,2008,Phenols (as total C),1696
2025/03/10,Lithuania,2018,Total organic carbon(as total C or COD/3) (TOC),104000
2025/03/10,Austria,2021,Isoproturon,1.12
2025/03/10,Ireland,2011,Atrazine,1.54
2025/03/10,Italy,2015,"Benzo(g,h,i)perylene",16.11
2025/03/10,Germany,2008,Ethyl benzene,5.51
2025/03/10,Sweden,2014,Benzene,268
2025/03/10,Greece,2016,Lead and compounds (as Pb),132
2025/03/10,Germany,2009,Toluene,81.1
2025/03/10,Austria,2008,Diuron,27
2025/03/10,Germany,2023,Dichloromethane (DCM),43.3
2025/03/10,Finland,2021,Tetrachloromethane (TCM),5.5
2025/03/10,Germany,2020,Zinc and compounds (as Zn),219398
2025/03/10,Belgium,2010,Fluorides (as total F),1243660
2025/03/10,Germany,2018,Fluorides (as total F),1538950
2025/03/10,Germany,2018,Arsenic and compounds (as As),3213.01
2025/03/10,Portugal,2022,Chromium and compounds (as Cr),1954.4999999999998
2025/03/10,Romania,2009,Trichloroethylene (TRI),26
2025/03/10,Hungary,2007,Total phosphorus,626540
2025/03/10,United Kingdom,2013,Polycyclic aromatic hydrocarbons (PAHs),639.3299999999999
2025/03/10,Italy,2020,"1,2-dichloroethane (DCE-1,2)",140.049
2025/03/10,Spain,2022,Chlorides (as total Cl),887890000
2025/03/10,Spain,2011,Total organic carbon(as total C or COD/3) (TOC),33666200
2025/03/10,Spain,2022,Cadmium and compounds (as Cd),1268.6699999999998
2025/03/10,Czechia,2010,Zinc and compounds (as Zn),33595
2025/03/10,Switzerland,2009,Nickel and compounds (as Ni),677
2025/03/10,Switzerland,2009,Mercury and compounds (as Hg),22.3
2025/03/10,Ireland,2009,Alachlor,1.76
2025/03/10,Germany,2012,Cyanides (as total CN),26721.5
2025/03/10,Germany,2010,Polycyclic aromatic hydrocarbons (PAHs),38.22
2025/03/10,Portugal,2023,Cyanides (as total CN),530.1
2025/03/10,Spain,2007,Lead and compounds (as Pb),19214.8
2025/03/10,Germany,2011,Arsenic and compounds (as As),2080.58
2025/03/10,Belgium,2010,Chromium and compounds (as Cr),4706.400000000001
2025/03/10,Spain,2007,Total organic carbon(as total C or COD/3) (TOC),36045600
2025/03/10,Poland,2008,Trichloroethylene (TRI),201.6
2025/03/10,Italy,2020,Aldrin,65.186
2025/03/10,Portugal,2022,Trichloromethane,129.8
2025/03/10,Norway,2017,Nickel and compounds (as Ni),8138.7
2025/03/10,Germany,2008,Total nitrogen,46112700
2025/03/10,Sweden,2022,Copper and compounds (as Cu),10188.1
2025/03/10,Italy,2017,Fluorides (as total F),735010
2025/03/10,United Kingdom,2019,Octylphenols and Octylphenol ethoxylates,34.26
2025/03/10,United Kingdom,2019,Benzene,1205956
2025/03/10,Italy,2014,Cyanides (as total CN),19319.6
2025/03/10,Spain,2014,Trichloromethane,1496.2000000000003
2025/03/10,Greece,2013,Phenols (as total C),1109
2025/03/10,Finland,2012,Zinc and compounds (as Zn),64859
2025/03/10,Sweden,2021,Chromium and compounds (as Cr),2004.1
2025/03/10,Luxembourg,2011,Nickel and compounds (as Ni),39.3
2025/03/10,Italy,2014,Isodrin,35.56
2025/03/10,Spain,2022,Atrazine,40.75
2025/03/10,United Kingdom,2012,Polycyclic aromatic hydrocarbons (PAHs),496.15999999999997
2025/03/10,Finland,2022,Fluorides (as total F),172320
2025/03/10,United Kingdom,2017,Copper and compounds (as Cu),117071.8
2025/03/10,Italy,2009,Tetrachloromethane (TCM),1561.4999999999998
2025/03/10,United Kingdom,2019,Lead and compounds (as Pb),9333.300000000001
2025/03/10,France,2010,Fluoranthene,75.46999999999998
2025/03/10,Czechia,2019,Total nitrogen,3772000.74
2025/03/10,Germany,2007,Xylenes,822
2025/03/10,Italy,2009,Nickel and compounds (as Ni),68384.59999999999
2025/03/10,Spain,2013,Chlorides (as total Cl),1549480000
2025/03/10,Italy,2007,Isodrin,67.9
2025/03/10,Netherlands,2021,Chromium and compounds (as Cr),17942.8
2025/03/10,Spain,2013,Cadmium and compounds (as Cd),302.98
2025/03/10,Croatia,2015,Arsenic and compounds (as As),11.04
2025/03/10,Germany,2009,Polycyclic aromatic hydrocarbons (PAHs),15
2025/03/10,Belgium,2008,Cyanides (as total CN),7312.6
2025/03/10,Romania,2007,Copper and compounds (as Cu),25812
2025/03/10,Croatia,2021,Total nitrogen,3628000
2025/03/10,Netherlands,2013,Arsenic and compounds (as As),1718.7099999999998
2025/03/10,Serbia,2014,Chromium and compounds (as Cr),35708
2025/03/10,Portugal,2011,Naphthalene,20.6
2025/03/10,Latvia,2019,Phenols (as total C),131
2025/03/10,Malta,2017,Chlorine and inorganic compounds (as HCl),462
2025/03/10,France,2008,Toluene,5045
2025/03/10,Czechia,2021,Total phosphorus,249317.113
2025/03/10,Netherlands,2012,Arsenic and compounds (as As),1555.12
2025/03/10,Greece,2008,Total phosphorus,1563100
2025/03/10,Serbia,2016,Trichlorobenzenes (TCB),41
2025/03/10,Switzerland,2014,Cyanides (as total CN),20.200000000000003
2025/03/10,Netherlands,2013,Diuron,1.61
2025/03/10,Estonia,2016,Total organic carbon(as total C or COD/3) (TOC),1990200
2025/03/10,Iceland,2013,Copper and compounds (as Cu),530
2025/03/10,Sweden,2016,Di-(2-ethyl hexyl) phthalate (DEHP),1375
2025/03/10,Germany,2017,Fluoranthene,4.01
2025/03/10,Poland,2007,Total nitrogen,17966800
2025/03/10,Sweden,2020,Lead and compounds (as Pb),1259.1000000000001
2025/03/10,Slovakia,2017,"Benzo(g,h,i)perylene",3.39
2025/03/10,Belgium,2015,Chlorides (as total Cl),338190000
2025/03/10,Slovakia,2020,Zinc and compounds (as Zn),2197
2025/03/10,France,2012,"Chloro-alkanes, C10-C13",126.28999999999999
2025/03/10,Romania,2010,Nonylphenol and Nonylphenol ethoxylates,1.25
2025/03/10,Ireland,2017,"Chloro-alkanes, C10-C13",60.37000000000001
2025/03/10,France,2016,Trichloroethylene (TRI),231.7
2025/03/10,Slovakia,2011,Copper and compounds (as Cu),302.8
2025/03/10,Austria,2013,PCDD + PCDF (dioxins + furans) (as Teq),0.0148
2025/03/10,France,2014,"1,2-dichloroethane (DCE-1,2)",388.1
2025/03/10,Denmark,2010,Arsenic and compounds (as As),143
2025/03/10,Belgium,2009,Chromium and compounds (as Cr),5191.900000000001
2025/03/10,Serbia,2020,Chromium and compounds (as Cr),4947.2
2025/03/10,United Kingdom,2009,Fluorides (as total F),1235950
2025/03/10,Switzerland,2011,Copper and compounds (as Cu),1419
2025/03/10,Switzerland,2011,Cyanides (as total CN),23.82
2025/03/10,Slovakia,2016,Tetrachloroethylene,13.8
2025/03/10,Belgium,2009,Fluorides (as total F),1213280
2025/03/10,France,2009,Fluoranthene,39.5
2025/03/10,Italy,2010,Di-(2-ethyl hexyl) phthalate (DEHP),374.9
2025/03/10,Serbia,2020,Trichloromethane,640
2025/03/10,Bulgaria,2012,Phenols (as total C),1627.6999999999998
2025/03/10,Poland,2014,Trichloroethylene (TRI),79.69999999999999
2025/03/10,France,2015,Copper and compounds (as Cu),26007.6
2025/03/10,Czechia,2009,Zinc and compounds (as Zn),31729
2025/03/10,Czechia,2008,Chromium and compounds (as Cr),1950.2
2025/03/10,Bulgaria,2013,Fluorides (as total F),53000
2025/03/10,Belgium,2019,Total organic carbon(as total C or COD/3) (TOC),10074900
2025/03/10,France,2008,"Benzo(g,h,i)perylene",2
2025/03/10,Slovakia,2012,Polychlorinated biphenyls (PCBs),0.746
2025/03/10,Germany,2018,Tetrachloroethylene,79.8
2025/03/10,Germany,2013,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",1.52
2025/03/10,Denmark,2023,Total nitrogen,2586483.5
2025/03/10,Slovenia,2012,Total phosphorus,161470
2025/03/10,Lithuania,2010,Zinc and compounds (as Zn),6839
2025/03/10,Portugal,2013,Trichloromethane,248
2025/03/10,Finland,2015,"1,2-dichloroethane (DCE-1,2)",122
2025/03/10,Belgium,2015,Cadmium and compounds (as Cd),119.61999999999999
2025/03/10,Spain,2017,"Benzo(g,h,i)perylene",4.65
2025/03/10,Bulgaria,2021,Zinc and compounds (as Zn),34343
2025/03/10,Belgium,2015,Atrazine,2.3899999999999997
2025/03/10,Latvia,2021,Total nitrogen,358000
2025/03/10,Portugal,2013,Isoproturon,1.03
2025/03/10,Italy,2019,Endosulphan,18.355
2025/03/10,Ireland,2011,Total nitrogen,4528200
2025/03/10,Belgium,2023,Chlorides (as total Cl),274690000
2025/03/10,Italy,2019,Trichloroethylene (TRI),1905.3775
2025/03/10,Slovenia,2016,Zinc and compounds (as Zn),4431
2025/03/10,Switzerland,2010,Nickel and compounds (as Ni),663.4
2025/03/10,Hungary,2019,Cadmium and compounds (as Cd),75.4
2025/03/10,Spain,2008,Fluoranthene,47.96
2025/03/10,Poland,2021,Vinyl chloride,18.8
2025/03/10,Poland,2007,Halogenated organic compounds (as AOX),202710
2025/03/10,Spain,2019,Ethylene oxide,50.1
2025/03/10,Finland,2014,Total phosphorus,183690
2025/03/10,Switzerland,2010,Mercury and compounds (as Hg),9.6
2025/03/10,Latvia,2011,Arsenic and compounds (as As),8.2
2025/03/10,Poland,2009,PCDD + PCDF (dioxins + furans) (as Teq),0.000108
2025/03/10,Slovakia,2009,Trichloroethylene (TRI),114
2025/03/10,Estonia,2017,Arsenic and compounds (as As),22.86
2025/03/10,Czechia,2016,Phenols (as total C),986.3
2025/03/10,Norway,2017,Ammonia (NH3),22037
2025/03/10,France,2020,"1,2-dichloroethane (DCE-1,2)",149.5
2025/03/10,Finland,2018,Arsenic and compounds (as As),947.18
2025/03/10,Greece,2009,Mercury and compounds (as Hg),16.6
2025/03/10,Bulgaria,2019,Total phosphorus,245571
2025/03/10,Austria,2020,Isoproturon,1.09
2025/03/10,Finland,2017,Trichloromethane,21
2025/03/10,Sweden,2014,Vinyl chloride,25.6
2025/03/10,Czechia,2017,Phenols (as total C),2783.4
2025/03/10,Slovakia,2010,Trichloroethylene (TRI),214
2025/03/10,Slovakia,2010,Pentachlorobenzene,170
2025/03/10,Sweden,2020,Benzene,248
2025/03/10,Romania,2013,Chromium and compounds (as Cr),6368.5
2025/03/10,Denmark,2017,Phenols (as total C),214
2025/03/10,Cyprus,2017,Chromium and compounds (as Cr),154.8
2025/03/10,Czechia,2022,Polycyclic aromatic hydrocarbons (PAHs),19.5
2025/03/10,Italy,2016,Trifluralin,12.08
2025/03/10,Belgium,2008,Vinyl chloride,360
2025/03/10,Belgium,2011,Hexachlorobenzene (HCB),7
2025/03/10,Italy,2016,Hexachlorobenzene (HCB),8.32
2025/03/10,Ireland,2015,Fluorides (as total F),167140
2025/03/10,Iceland,2013,Cyanides (as total CN),33
2025/03/10,Ireland,2018,Atrazine,1.756
2025/03/10,France,2008,Brominated diphenylethers (PBDE),6.85
2025/03/10,Slovakia,2008,Total organic carbon(as total C or COD/3) (TOC),4438100
2025/03/10,Slovenia,2013,Cyanides (as total CN),403
2025/03/10,Portugal,2016,Lead and compounds (as Pb),659.9000000000001
2025/03/10,Switzerland,2018,Cyanides (as total CN),65.588
2025/03/10,Cyprus,2020,Total phosphorus,127280
2025/03/10,France,2012,Hexachlorobenzene (HCB),2.5
2025/03/10,United Kingdom,2019,Vinyl chloride,12.4
2025/03/10,Romania,2008,Arsenic and compounds (as As),81
2025/03/10,Portugal,2013,Chromium and compounds (as Cr),4722.400000000001
2025/03/10,Ireland,2023,Polycyclic aromatic hydrocarbons (PAHs),37.725171
2025/03/10,United Kingdom,2007,Chlorfenvinphos,4.6
2025/03/10,Denmark,2010,Lead and compounds (as Pb),144
2025/03/10,Romania,2008,Tetrachloroethylene,62.8
2025/03/10,Sweden,2020,Octylphenols and Octylphenol ethoxylates,1.2
2025/03/10,Belgium,2020,Polychlorinated biphenyls (PCBs),0.132
2025/03/10,Malta,2021,Zinc and compounds (as Zn),920
2025/03/10,Slovenia,2008,Nonylphenol and Nonylphenol ethoxylates,20.46
2025/03/10,Malta,2021,Lead and compounds (as Pb),61.5
2025/03/10,Spain,2011,Di-(2-ethyl hexyl) phthalate (DEHP),1751.05
2025/03/10,Belgium,2007,Pentachlorophenol (PCP),2.33
2025/03/10,Italy,2023,Dieldrin,41.4546
2025/03/10,Switzerland,2007,Phenols (as total C),197.1
2025/03/10,France,2018,Tetrachloromethane (TCM),124.13000000000001
2025/03/10,Poland,2021,Cadmium and compounds (as Cd),11314.17
2025/03/10,Finland,2022,Arsenic and compounds (as As),946.02
2025/03/10,Norway,2010,Cyanides (as total CN),7263.48
2025/03/10,United Kingdom,2011,Xylenes,291544
2025/03/10,Belgium,2010,Organotin compounds (as total Sn),63.6
2025/03/10,United Kingdom,2015,Trichloromethane,1371.6
2025/03/10,France,2018,Tetrachloroethylene,747
2025/03/10,Poland,2023,Total organic carbon(as total C or COD/3) (TOC),11731000
2025/03/10,Denmark,2018,Total organic carbon(as total C or COD/3) (TOC),3542489.406269
2025/03/10,Greece,2021,Mercury and compounds (as Hg),59.9
2025/03/10,Sweden,2009,Trichloroethylene (TRI),37.4
2025/03/10,Finland,2011,Arsenic and compounds (as As),1844.07
2025/03/10,Spain,2015,Octylphenols and Octylphenol ethoxylates,134.04999999999998
2025/03/10,Germany,2011,Fluorides (as total F),882520
2025/03/10,United Kingdom,2011,Fluorides (as total F),1726880
2025/03/10,Bulgaria,2018,Fluorides (as total F),54182.61
2025/03/10,Spain,2018,Pentachlorophenol (PCP),28.23
2025/03/10,Germany,2019,Total phosphorus,1396110
2025/03/10,Ireland,2009,Total nitrogen,4274800
2025/03/10,Slovakia,2010,Polycyclic aromatic hydrocarbons (PAHs),38.1
2025/03/10,France,2017,Cyanides (as total CN),11882.099999999999
2025/03/10,Portugal,2023,Phenols (as total C),5357.499999999999
2025/03/10,Bulgaria,2018,Arsenic and compounds (as As),1804.4046999999998
2025/03/10,Spain,2016,Total phosphorus,4656450
2025/03/10,Norway,2008,Chromium and compounds (as Cr),1650.2
2025/03/10,United Kingdom,2012,Trichloroethylene (TRI),360.5
2025/03/10,Spain,2009,Copper and compounds (as Cu),10716.300000000001
2025/03/10,Sweden,2010,Nickel and compounds (as Ni),5705.1
2025/03/10,Bulgaria,2011,Chromium and compounds (as Cr),3863.5
2025/03/10,United Kingdom,2018,Zinc and compounds (as Zn),295509
2025/03/10,Denmark,2009,Total phosphorus,173330
2025/03/10,Italy,2023,Mercury and compounds (as Hg),533.9312
2025/03/10,Germany,2018,Nonylphenol and Nonylphenol ethoxylates,280.34999999999997
2025/03/10,Sweden,2017,Zinc and compounds (as Zn),78258
2025/03/10,Germany,2012,Phenols (as total C),7995.600000000001
2025/03/10,Luxembourg,2012,Total nitrogen,233000
2025/03/10,Italy,2014,"1,2-dichloroethane (DCE-1,2)",1414.1000000000001
2025/03/10,Italy,2020,Vinyl chloride,433.60089999999997
2025/03/10,Spain,2010,Copper and compounds (as Cu),14860
2025/03/10,Sweden,2008,Chromium and compounds (as Cr),1950
2025/03/10,Germany,2016,Nickel and compounds (as Ni),27989.2
2025/03/10,Italy,2014,Aldrin,40.42
2025/03/10,Italy,2018,Phenols (as total C),49022.0343
2025/03/10,Poland,2011,Zinc and compounds (as Zn),245248
2025/03/10,Hungary,2015,Halogenated organic compounds (as AOX),5210
2025/03/10,Italy,2007,"1,2-dichloroethane (DCE-1,2)",2248.5
2025/03/10,Netherlands,2023,"Chloro-alkanes, C10-C13",5.7
2025/03/10,Cyprus,2015,Total nitrogen,125000
2025/03/10,Belgium,2012,Mercury and compounds (as Hg),8.780000000000001
2025/03/10,Belgium,2013,Mercury and compounds (as Hg),27.56
2025/03/10,Netherlands,2022,Arsenic and compounds (as As),1842.7599999999998
2025/03/10,Latvia,2018,Total organic carbon(as total C or COD/3) (TOC),1370000
2025/03/10,Poland,2011,Phenols (as total C),13907.6
2025/03/10,Sweden,2023,Total phosphorus,290099.6
2025/03/10,Latvia,2018,Mercury and compounds (as Hg),23.6
2025/03/10,Netherlands,2022,Fluorides (as total F),469130
2025/03/10,Spain,2019,"Chloro-alkanes, C10-C13",26.45
2025/03/10,Croatia,2021,Chlorides (as total Cl),10200000
2025/03/10,Cyprus,2014,Total phosphorus,30860
2025/03/10,United Kingdom,2007,Polycyclic aromatic hydrocarbons (PAHs),287.47
2025/03/10,Austria,2020,Lead and compounds (as Pb),1108.8
2025/03/10,Portugal,2017,Di-(2-ethyl hexyl) phthalate (DEHP),1067.73
2025/03/10,France,2023,Zinc and compounds (as Zn),61075
2025/03/10,Italy,2021,Benzene,2766.09
2025/03/10,Netherlands,2014,Diuron,2.96
2025/03/10,Germany,2017,Simazine,7.17
2025/03/10,Italy,2017,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",30.060000000000002
2025/03/10,Sweden,2016,Total nitrogen,9534900
2025/03/10,France,2012,Zinc and compounds (as Zn),230946
2025/03/10,Latvia,2013,Total organic carbon(as total C or COD/3) (TOC),1070000
2025/03/10,Hungary,2010,Nickel and compounds (as Ni),2782
2025/03/10,Italy,2018,Cyanides (as total CN),12484.1523
2025/03/10,Romania,2010,Total organic carbon(as total C or COD/3) (TOC),17082900
2025/03/10,Austria,2013,Phenols (as total C),2732
2025/03/10,Sweden,2018,Vinyl chloride,27
2025/03/10,United Kingdom,2013,Trichloroethylene (TRI),456.2
2025/03/10,Netherlands,2012,Di-(2-ethyl hexyl) phthalate (DEHP),16.66
2025/03/10,France,2014,Fluoranthene,5.85
2025/03/10,Slovenia,2017,Octylphenols and Octylphenol ethoxylates,1.78
2025/03/10,Estonia,2015,Total nitrogen,409400
2025/03/10,Ireland,2014,Copper and compounds (as Cu),3275.7
2025/03/10,France,2013,Isoproturon,3.6900000000000004
2025/03/10,Belgium,2009,Arsenic and compounds (as As),1778.98
2025/03/10,Ireland,2019,Nickel and compounds (as Ni),1351.762
2025/03/10,Ireland,2014,Dichloromethane (DCM),231
2025/03/10,Ireland,2017,Isoproturon,1.12
2025/03/10,United Kingdom,2009,Vinyl chloride,200
2025/03/10,Belgium,2016,Cyanides (as total CN),2267
2025/03/10,France,2016,Hexachlorobutadiene (HCBD),176.4
2025/03/10,Greece,2020,Benzene,508
2025/03/10,Norway,2007,Polycyclic aromatic hydrocarbons (PAHs),5.13
2025/03/10,Italy,2022,Fluoranthene,10.101099999999999
2025/03/10,Slovakia,2018,Zinc and compounds (as Zn),1276
2025/03/10,Czechia,2012,Chlorides (as total Cl),48390000
2025/03/10,Italy,2007,Brominated diphenylethers (PBDE),1.1
2025/03/10,Denmark,2023,Halogenated organic compounds (as AOX),10165.409
2025/03/10,Netherlands,2008,Di-(2-ethyl hexyl) phthalate (DEHP),1270.37
2025/03/10,Finland,2023,Mercury and compounds (as Hg),16.43
2025/03/10,Austria,2020,Cadmium and compounds (as Cd),61.51
2025/03/10,Lithuania,2021,Total nitrogen,1186700
2025/03/10,Portugal,2021,Lead and compounds (as Pb),1379.1999999999998
2025/03/10,Malta,2013,Chlorides (as total Cl),69900000
2025/03/10,United Kingdom,2016,"1,2-dichloroethane (DCE-1,2)",49.5
2025/03/10,Malta,2011,Copper and compounds (as Cu),2154
2025/03/10,France,2007,Toluene,3490.9
2025/03/10,Poland,2007,Atrazine,9.48
2025/03/10,Poland,2019,Chromium and compounds (as Cr),5471.8
2025/03/10,Netherlands,2010,"1,2-dichloroethane (DCE-1,2)",283.4
2025/03/10,Lithuania,2011,Fluorides (as total F),4770
2025/03/10,Latvia,2007,Lead and compounds (as Pb),2346
2025/03/10,Belgium,2023,Diuron,12.3
2025/03/10,Sweden,2021,Trichlorobenzenes (TCB),2.9
2025/03/10,Hungary,2009,Nickel and compounds (as Ni),4611.3
2025/03/10,Serbia,2018,Trichloromethane,412
2025/03/10,Austria,2016,Total organic carbon(as total C or COD/3) (TOC),16109000
2025/03/10,Austria,2016,Nickel and compounds (as Ni),6293.099999999999
2025/03/10,Spain,2017,Lindane,6.87
2025/03/10,Ireland,2013,Total phosphorus,814740
2025/03/10,Austria,2022,Isoproturon,1.06
2025/03/10,Poland,2007,Diuron,6.64
2025/03/10,Hungary,2019,Total nitrogen,1565600
2025/03/10,France,2012,Isoproturon,13
2025/03/10,Poland,2009,Xylenes,28400
2025/03/10,Poland,2008,Polycyclic aromatic hydrocarbons (PAHs),1149.48
2025/03/10,Spain,2019,Hexachlorobenzene (HCB),46.760000000000005
2025/03/10,Italy,2011,Diuron,61.2
2025/03/10,Estonia,2017,Fluorides (as total F),3370
