PublicationDate,countryName,reportingYear,Pollutant,Releases
2025/03/10,Netherlands,2021,Chromium and compounds (as Cr),763
2025/03/10,Belgium,2007,Naphthalene,48909
2025/03/10,Greece,2014,Dichloromethane (DCM),34880
2025/03/10,Belgium,2009,Chromium and compounds (as Cr),7463
2025/03/10,Romania,2011,Carbon monoxide (CO),65625000
2025/03/10,Poland,2015,Methane (CH4),552440000
2025/03/10,Belgium,2009,Hydrochlorofluorocarbons (HCFCs),46275.5
2025/03/10,Poland,2023,Non-methane volatile organic compounds (NMVOC),9246000
2025/03/10,Czechia,2012,Fluorine and inorganic compounds (as HF),260630
2025/03/10,Italy,2009,Nickel and compounds (as Ni),22843.3
2025/03/10,Austria,2022,PCDD + PCDF (dioxins + furans) (as Teq),0.000459
2025/03/10,Bulgaria,2019,Carbon dioxide (CO2) excluding biomass,1469313452
2025/03/10,Italy,2016,Perfluorocarbons (PFCs),216800
2025/03/10,Luxembourg,2020,Fluorine and inorganic compounds (as HF),7150
2025/03/10,Belgium,2017,Carbon monoxide (CO),108253000
2025/03/10,Romania,2020,Ammonia (NH3),17317200
2025/03/10,Estonia,2015,Cadmium and compounds (as Cd),477.4
2025/03/10,Denmark,2009,Methane (CH4),17657000
2025/03/10,Cyprus,2014,Carbon dioxide (CO2) excluding biomass,4430000000
2025/03/10,Austria,2009,Chlorine and inorganic compounds (as HCl),40900
2025/03/10,Portugal,2011,Naphthalene,1116
2025/03/10,Netherlands,2015,Ethylene oxide,17100
2025/03/10,Sweden,2014,Vinyl chloride,31800
2025/03/10,Ireland,2015,Nitrous oxide (N2O),186200
2025/03/10,Greece,2023,Chlorine and inorganic compounds (as HCl),42400
2025/03/10,Luxembourg,2011,Ammonia (NH3),14100
2025/03/10,Luxembourg,2012,Nitrogen oxides (NOX),4469000
2025/03/10,Luxembourg,2013,Nitrogen oxides (NOX),2441000
2025/03/10,Finland,2018,Arsenic and compounds (as As),450
2025/03/10,Sweden,2014,Trichloromethane,7000
2025/03/10,Netherlands,2014,Particulate matter (PM10),1989300
2025/03/10,Cyprus,2019,Sulphur oxides (SOX),14741000
2025/03/10,Bulgaria,2022,Non-methane volatile organic compounds (NMVOC),563600
2025/03/10,France,2014,"1,2-dichloroethane (DCE-1,2)",293140
2025/03/10,Poland,2009,PCDD + PCDF (dioxins + furans) (as Teq),0.46081
2025/03/10,Czechia,2009,Zinc and compounds (as Zn),20618
2025/03/10,Ireland,2017,Carbon monoxide (CO),2739000
2025/03/10,Latvia,2009,Dichloromethane (DCM),1530
2025/03/10,Romania,2007,Copper and compounds (as Cu),488
2025/03/10,Czechia,2008,Chromium and compounds (as Cr),876
2025/03/10,Belgium,2011,Perfluorocarbons (PFCs),25002
2025/03/10,Italy,2010,Di-(2-ethyl hexyl) phthalate (DEHP),151
2025/03/10,Cyprus,2020,Carbon dioxide (CO2) excluding biomass,4230000000
2025/03/10,Belgium,2011,Hexachlorobenzene (HCB),84.7
2025/03/10,Slovakia,2007,Dichloromethane (DCM),2070
2025/03/10,Belgium,2017,Methane (CH4),2433000
2025/03/10,Estonia,2012,Nitrogen oxides (NOX),12173000
2025/03/10,Austria,2017,Hydrogen cyanide (HCN),846
2025/03/10,Sweden,2021,Chromium and compounds (as Cr),1457
2025/03/10,Austria,2013,PCDD + PCDF (dioxins + furans) (as Teq),0.00162
2025/03/10,Belgium,2021,Hydrogen cyanide (HCN),22571
2025/03/10,Netherlands,2013,Arsenic and compounds (as As),552
2025/03/10,Belgium,2015,Cadmium and compounds (as Cd),586.8
2025/03/10,Bulgaria,2021,Zinc and compounds (as Zn),11850
2025/03/10,Germany,2015,"1,2-dichloroethane (DCE-1,2)",156980
2025/03/10,Iceland,2008,Nitrous oxide (N2O),145000
2025/03/10,Netherlands,2016,Polycyclic aromatic hydrocarbons (PAHs),67.8
2025/03/10,Portugal,2022,Trichloromethane,21410
2025/03/10,Switzerland,2010,Nickel and compounds (as Ni),556
2025/03/10,Switzerland,2010,Ammonia (NH3),308400
2025/03/10,Germany,2010,Polycyclic aromatic hydrocarbons (PAHs),1715
2025/03/10,Greece,2013,Carbon monoxide (CO),31927000
2025/03/10,Switzerland,2009,Ammonia (NH3),453900
2025/03/10,Slovakia,2011,Copper and compounds (as Cu),4901
2025/03/10,Iceland,2009,Fluorine and inorganic compounds (as HF),341000
2025/03/10,Croatia,2018,Nitrogen oxides (NOX),7962000
2025/03/10,Belgium,2020,Polychlorinated biphenyls (PCBs),7.909999999999998
2025/03/10,Switzerland,2010,Mercury and compounds (as Hg),387.2
2025/03/10,Switzerland,2009,Mercury and compounds (as Hg),346.6
2025/03/10,Switzerland,2009,Nickel and compounds (as Ni),587
2025/03/10,Luxembourg,2022,Particulate matter (PM10),124000
2025/03/10,Slovakia,2009,Trichloroethylene (TRI),2410
2025/03/10,United Kingdom,2012,Polycyclic aromatic hydrocarbons (PAHs),894
2025/03/10,Italy,2009,Tetrachloromethane (TCM),892
2025/03/10,Austria,2020,Non-methane volatile organic compounds (NMVOC),3000000
2025/03/10,Ireland,2022,Hydro-fluorocarbons (HFCS),4774.1
2025/03/10,Sweden,2020,Vinyl chloride,16100
2025/03/10,Slovakia,2010,Trichloroethylene (TRI),8450
2025/03/10,Lithuania,2018,Non-methane volatile organic compounds (NMVOC),10425000
2025/03/10,Bulgaria,2013,Non-methane volatile organic compounds (NMVOC),319000
2025/03/10,Estonia,2010,Ammonia (NH3),521200
2025/03/10,Poland,2021,Vinyl chloride,11800
2025/03/10,Norway,2017,Ammonia (NH3),679900
2025/03/10,Estonia,2010,Mercury and compounds (as Hg),593
2025/03/10,Italy,2017,"1,1,1-trichloroethane (TCE-1,1,1)",617
2025/03/10,Portugal,2018,PCDD + PCDF (dioxins + furans) (as Teq),0.029535
2025/03/10,Ireland,2021,Particulate matter (PM10),406277.17000000004
2025/03/10,Romania,2013,Chromium and compounds (as Cr),156
2025/03/10,Denmark,2023,Total nitrogen,95.5
2025/03/10,Ireland,2012,Chlorine and inorganic compounds (as HCl),351000
2025/03/10,Greece,2010,Particulate matter (PM10),13857900
2025/03/10,Switzerland,2015,Polycyclic aromatic hydrocarbons (PAHs),90
2025/03/10,Austria,2014,Polycyclic aromatic hydrocarbons (PAHs),119
2025/03/10,Poland,2018,Ethylene oxide,8520
2025/03/10,Greece,2009,Ammonia (NH3),178100
2025/03/10,Croatia,2015,Arsenic and compounds (as As),56.9
2025/03/10,Estonia,2017,Arsenic and compounds (as As),9385.9
2025/03/10,Portugal,2016,Lead and compounds (as Pb),2218
2025/03/10,Portugal,2022,Chromium and compounds (as Cr),351
2025/03/10,Italy,2019,Trichloroethylene (TRI),4438.3
2025/03/10,Slovakia,2017,Chlorine and inorganic compounds (as HCl),23200
2025/03/10,Greece,2009,Sulphur oxides (SOX),323417000
2025/03/10,Greece,2009,Mercury and compounds (as Hg),2399.1
2025/03/10,Greece,2009,Tetrachloromethane (TCM),585
2025/03/10,Spain,2007,Carbon dioxide (CO2),157980000000
2025/03/10,Spain,2011,Di-(2-ethyl hexyl) phthalate (DEHP),881.3
2025/03/10,Lithuania,2022,Non-methane volatile organic compounds (NMVOC),8169028
2025/03/10,Norway,2016,Methane (CH4),24682000
2025/03/10,Norway,2009,Perfluorocarbons (PFCs),55490
2025/03/10,Finland,2013,Methane (CH4),35603000
2025/03/10,Poland,2008,Polycyclic aromatic hydrocarbons (PAHs),63854.799999999996
2025/03/10,France,2022,Hydrochlorofluorocarbons (HCFCs),23804.969999999998
2025/03/10,Italy,2011,Particulate matter (PM10),3302400
2025/03/10,United Kingdom,2019,Hydrochlorofluorocarbons (HCFCs),7645.77
2025/03/10,Spain,2021,Fluorine and inorganic compounds (as HF),248360
2025/03/10,Slovakia,2018,Zinc and compounds (as Zn),7346
2025/03/10,Finland,2011,Nitrous oxide (N2O),1419400
2025/03/10,Ireland,2013,Hydro-fluorocarbons (HFCS),8608
2025/03/10,United Kingdom,2013,Trichloroethylene (TRI),21000
2025/03/10,Belgium,2011,Hydrochlorofluorocarbons (HCFCs),20726.480000000003
2025/03/10,Belgium,2023,Particulate matter (PM10),1584400
2025/03/10,Italy,2023,Mercury and compounds (as Hg),554.2401000000001
2025/03/10,Belgium,2018,Chlorine and inorganic compounds (as HCl),577400
2025/03/10,Finland,2022,Non-methane volatile organic compounds (NMVOC),4625000
2025/03/10,Slovakia,2008,Carbon dioxide (CO2),24829000000
2025/03/10,United Kingdom,2011,Nitrous oxide (N2O),4520800
2025/03/10,United Kingdom,2015,Trichloromethane,30730
2025/03/10,France,2023,Zinc and compounds (as Zn),56760
2025/03/10,Poland,2019,Chromium and compounds (as Cr),14890
2025/03/10,Slovakia,2008,Nitrogen oxides (NOX),32785000
2025/03/10,Italy,2021,Benzene,74798.07
2025/03/10,Hungary,2020,Carbon monoxide (CO),23101000
2025/03/10,Germany,2007,Perfluorocarbons (PFCs),31575
2025/03/10,United Kingdom,2010,Polychlorinated biphenyls (PCBs),5.19
2025/03/10,Italy,2013,Methane (CH4),119312000
2025/03/10,Spain,2019,Benzene,84190
2025/03/10,Hungary,2020,Methane (CH4),3969000
2025/03/10,Estonia,2018,Carbon dioxide (CO2) excluding biomass,13649427600
2025/03/10,Poland,2013,Nitrogen oxides (NOX),273909000
2025/03/10,United Kingdom,2009,Vinyl chloride,101790
2025/03/10,Czechia,2019,Cadmium and compounds (as Cd),235.35203599999997
2025/03/10,Germany,2019,Carbon dioxide (CO2) excluding biomass,119789965000
2025/03/10,Spain,2010,Copper and compounds (as Cu),21696
2025/03/10,Denmark,2021,Particulate matter (PM10),323560.29958200007
2025/03/10,Slovenia,2011,Particulate matter (PM10),335600
2025/03/10,Ireland,2008,Hydro-fluorocarbons (HFCS),4293
2025/03/10,Germany,2016,Ammonia (NH3),17068500
2025/03/10,Germany,2016,Nickel and compounds (as Ni),4707.599999999999
2025/03/10,United Kingdom,2015,Carbon monoxide (CO),385394000
2025/03/10,Spain,2009,Copper and compounds (as Cu),18952
2025/03/10,Ireland,2019,Ammonia (NH3),2024091.3280699998
2025/03/10,Netherlands,2012,Nitrous oxide (N2O),4819900
2025/03/10,Belgium,2012,Mercury and compounds (as Hg),768.2999999999998
2025/03/10,Portugal,2020,Non-methane volatile organic compounds (NMVOC),8903000
2025/03/10,Sweden,2015,Hydro-fluorocarbons (HFCS),11632
2025/03/10,Norway,2010,Perfluorocarbons (PFCs),30272
2025/03/10,Germany,2016,Particulate matter (PM10),9480500
2025/03/10,Ireland,2019,Nickel and compounds (as Ni),533.96775
2025/03/10,Belgium,2010,Benzene,319040
2025/03/10,France,2012,Zinc and compounds (as Zn),114172
2025/03/10,Germany,2008,Fluorine and inorganic compounds (as HF),795800
2025/03/10,Czechia,2021,Methane (CH4),2874640.378
2025/03/10,United Kingdom,2008,Fluorine and inorganic compounds (as HF),2343180
2025/03/10,Switzerland,2020,Benzene,18690
2025/03/10,Czechia,2016,Carbon monoxide (CO),145231000
2025/03/10,Poland,2011,Zinc and compounds (as Zn),91052
2025/03/10,France,2018,Tetrachloromethane (TCM),12472
2025/03/10,Hungary,2010,Tetrachloroethylene,3070
2025/03/10,Belgium,2013,Mercury and compounds (as Hg),844.3
2025/03/10,Germany,2021,Perfluorocarbons (PFCs),8662
2025/03/10,Portugal,2016,Carbon dioxide (CO2),28858000000
2025/03/10,Sweden,2023,Chlorofluorocarbons (CFCs),579
2025/03/10,Belgium,2012,Ammonia (NH3),3481600
2025/03/10,Belgium,2013,Ammonia (NH3),3363900
2025/03/10,Sweden,2023,Carbon monoxide (CO),35725761
2025/03/10,United Kingdom,2018,Zinc and compounds (as Zn),45836
2025/03/10,United Kingdom,2012,Halons,198.49
2025/03/10,Italy,2016,Hydrochlorofluorocarbons (HCFCs),17129.5
2025/03/10,Finland,2011,Arsenic and compounds (as As),1291
2025/03/10,Belgium,2009,Arsenic and compounds (as As),1045.2
2025/03/10,Greece,2020,Benzene,72437
2025/03/10,Sweden,2008,Chromium and compounds (as Cr),7818
2025/03/10,Netherlands,2014,Nitrogen oxides (NOX),42616000
2025/03/10,Luxembourg,2015,Sulphur oxides (SOX),533000
2025/03/10,Hungary,2009,Nickel and compounds (as Ni),248
2025/03/10,Portugal,2021,Lead and compounds (as Pb),1680
2025/03/10,Sweden,2010,Nickel and compounds (as Ni),2445.6
2025/03/10,Romania,2010,Nitrogen oxides (NOX),73734000
2025/03/10,Czechia,2020,Carbon monoxide (CO),144755568.30499998
2025/03/10,Portugal,2022,Methane (CH4),75260000
2025/03/10,Netherlands,2014,Carbon dioxide (CO2),90206000000
2025/03/10,United Kingdom,2007,Polycyclic aromatic hydrocarbons (PAHs),4119
2025/03/10,Austria,2016,Nickel and compounds (as Ni),629.3
2025/03/10,Sweden,2021,Benzene,73060
2025/03/10,Sweden,2017,Zinc and compounds (as Zn),17897
2025/03/10,Lithuania,2015,Benzene,37900
2025/03/10,France,2018,Tetrachloroethylene,22990
2025/03/10,Greece,2017,Chromium and compounds (as Cr),7344
2025/03/10,Sweden,2021,Nitrous oxide (N2O),685600
2025/03/10,Austria,2012,Benzene,4240
2025/03/10,Romania,2010,Sulphur oxides (SOX),312262000
2025/03/10,Portugal,2021,Vinyl chloride,7350
2025/03/10,Greece,2022,Carbon monoxide (CO),11790000
2025/03/10,Greece,2022,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",136
2025/03/10,Poland,2021,PCDD + PCDF (dioxins + furans) (as Teq),0.188075
2025/03/10,Denmark,2009,Carbon monoxide (CO),4587000
2025/03/10,Estonia,2007,PCDD + PCDF (dioxins + furans) (as Teq),0.001
2025/03/10,Bulgaria,2023,Sulphur oxides (SOX),30416349
2025/03/10,Poland,2021,Cadmium and compounds (as Cd),676.1999999999999
2025/03/10,Austria,2022,Carbon monoxide (CO),174107000
2025/03/10,Greece,2019,Nitrogen oxides (NOX),69562000
2025/03/10,Netherlands,2022,Arsenic and compounds (as As),122.2
2025/03/10,Netherlands,2013,Nitrous oxide (N2O),5415100
2025/03/10,Romania,2019,Polycyclic aromatic hydrocarbons (PAHs),6020
2025/03/10,Lithuania,2011,Non-methane volatile organic compounds (NMVOC),9691000
2025/03/10,Malta,2016,Methane (CH4),4433000
2025/03/10,Latvia,2010,Chlorine and inorganic compounds (as HCl),11100
2025/03/10,Lithuania,2012,Benzene,42300
2025/03/10,Portugal,2022,PCDD + PCDF (dioxins + furans) (as Teq),0.010180000000000002
2025/03/10,Iceland,2008,Sulphur oxides (SOX),11870000
2025/03/10,United Kingdom,2016,"1,2-dichloroethane (DCE-1,2)",384200
2025/03/10,Greece,2021,Mercury and compounds (as Hg),720
2025/03/10,Estonia,2020,PCDD + PCDF (dioxins + furans) (as Teq),0.000198
2025/03/10,Finland,2023,Mercury and compounds (as Hg),154.3
2025/03/10,Finland,2015,Benzene,136090
2025/03/10,France,2012,Ethylene oxide,5900
2025/03/10,Finland,2022,Arsenic and compounds (as As),345.7
2025/03/10,Italy,2015,Polycyclic aromatic hydrocarbons (PAHs),114
2025/03/10,Norway,2007,Polycyclic aromatic hydrocarbons (PAHs),9724
2025/03/10,United Kingdom,2012,Trichloroethylene (TRI),53000
2025/03/10,Austria,2020,Cadmium and compounds (as Cd),29.7
2025/03/10,Italy,2007,"1,2-dichloroethane (DCE-1,2)",18270
2025/03/10,Slovenia,2016,Perfluorocarbons (PFCs),2500
2025/03/10,Switzerland,2021,PCDD + PCDF (dioxins + furans) (as Teq),2e-6
2025/03/10,Netherlands,2010,"1,2-dichloroethane (DCE-1,2)",18900
2025/03/10,Hungary,2009,Tetrachloroethylene,3400
2025/03/10,Norway,2008,Chromium and compounds (as Cr),322
2025/03/10,Portugal,2012,Carbon monoxide (CO),20345000
2025/03/10,Lithuania,2011,Nitrous oxide (N2O),2950000
2025/03/10,Lithuania,2019,Carbon monoxide (CO),8215000
2025/03/10,Estonia,2011,Mercury and compounds (as Hg),591
2025/03/10,Austria,2007,"1,2-dichloroethane (DCE-1,2)",3300
2025/03/10,Slovenia,2007,Hydro-fluorocarbons (HFCS),382
2025/03/10,Belgium,2014,Hydrogen cyanide (HCN),27205
2025/03/10,Denmark,2010,Hydrochlorofluorocarbons (HCFCs),380.5
2025/03/10,Latvia,2018,Ammonia (NH3),673200
2025/03/10,Ireland,2012,Chlorofluorocarbons (CFCs),137.19
2025/03/10,Sweden,2009,Trichloroethylene (TRI),8060
2025/03/10,Greece,2021,Ammonia (NH3),275500
2025/03/10,Poland,2018,Vinyl chloride,13600
2025/03/10,Romania,2009,Nitrogen oxides (NOX),89882000
2025/03/10,Slovenia,2020,Perfluorocarbons (PFCs),1217
2025/03/10,Bulgaria,2018,Nitrous oxide (N2O),413816.11100000003
2025/03/10,Netherlands,2009,"1,2-dichloroethane (DCE-1,2)",27500
2025/03/10,Slovakia,2017,Hydro-fluorocarbons (HFCS),681
2025/03/10,Portugal,2014,PCDD + PCDF (dioxins + furans) (as Teq),0.0035789999999999997
2025/03/10,Portugal,2010,Naphthalene,1270
2025/03/10,Romania,2022,Polychlorinated biphenyls (PCBs),8
2025/03/10,Croatia,2016,Arsenic and compounds (as As),60.3
2025/03/10,Luxembourg,2017,Zinc and compounds (as Zn),2487
2025/03/10,Romania,2014,Mercury and compounds (as Hg),198.79999999999998
2025/03/10,Sweden,2018,Vinyl chloride,17700
2025/03/10,Slovakia,2019,Hydrogen cyanide (HCN),13500
2025/03/10,Ireland,2014,Dichloromethane (DCM),3710
2025/03/10,Bulgaria,2018,Arsenic and compounds (as As),73.58
2025/03/10,Estonia,2016,Cadmium and compounds (as Cd),534.8
2025/03/10,Austria,2020,Sulphur hexafluoride (SF6),272
2025/03/10,Denmark,2017,Carbon monoxide (CO),6070000
2025/03/10,Czechia,2022,Trichloroethylene (TRI),32004
2025/03/10,Switzerland,2011,Polychlorinated biphenyls (PCBs),1
2025/03/10,Lithuania,2008,Fluorine and inorganic compounds (as HF),16100
2025/03/10,Poland,2018,Benzene,71020
2025/03/10,Spain,2007,Cadmium and compounds (as Cd),2944.2999999999997
2025/03/10,Slovenia,2011,Nitrogen oxides (NOX),11836000
2025/03/10,Belgium,2022,Nickel and compounds (as Ni),1174.9
2025/03/10,Spain,2012,Hydrochlorofluorocarbons (HCFCs),1860.3000000000002
2025/03/10,Germany,2011,Chromium and compounds (as Cr),11065
2025/03/10,United Kingdom,2012,Carbon dioxide (CO2),234368000000
2025/03/10,Italy,2014,Polychlorinated biphenyls (PCBs),8.187999999999999
2025/03/10,Sweden,2008,Methane (CH4),16914000
2025/03/10,Ireland,2021,Carbon dioxide (CO2),14956634298.546036
2025/03/10,Poland,2013,Particulate matter (PM10),18501000
2025/03/10,Belgium,2011,Benzene,305420
2025/03/10,Denmark,2018,Carbon dioxide (CO2),11652062674.006
2025/03/10,Poland,2018,Lead and compounds (as Pb),31541
2025/03/10,Belgium,2018,"Benzo(g,h,i)perylene",0.9563699999999998
2025/03/10,Switzerland,2022,"1,2-dichloroethane (DCE-1,2)",1150
2025/03/10,Czechia,2016,PCDD + PCDF (dioxins + furans) (as Teq),0.008467
2025/03/10,Portugal,2008,Naphthalene,399
2025/03/10,Slovakia,2008,Sulphur oxides (SOX),62620000
2025/03/10,Hungary,2007,Carbon monoxide (CO),34394000
2025/03/10,Italy,2019,Carbon dioxide (CO2),121419960696.29999
2025/03/10,Netherlands,2008,Arsenic and compounds (as As),425.3
2025/03/10,Malta,2007,Nitrogen oxides (NOX),5470000
2025/03/10,Czechia,2019,Vinyl chloride,1392
2025/03/10,Sweden,2014,Carbon dioxide (CO2) excluding biomass,16715523000
2025/03/10,Spain,2012,Benzene,125520
2025/03/10,Ireland,2008,Chlorine and inorganic compounds (as HCl),104000
2025/03/10,France,2022,Vinyl chloride,180920
2025/03/10,Belgium,2008,"1,2-dichloroethane (DCE-1,2)",45060
2025/03/10,Poland,2019,Carbon monoxide (CO),232532000
2025/03/10,Italy,2020,Methane (CH4),53996853.7
2025/03/10,Slovenia,2015,Carbon dioxide (CO2),5414000000
2025/03/10,France,2023,Dichloromethane (DCM),300360
2025/03/10,Italy,2020,Carbon monoxide (CO),107897225.7
2025/03/10,Spain,2021,Cadmium and compounds (as Cd),861.1
2025/03/10,Netherlands,2007,PCDD + PCDF (dioxins + furans) (as Teq),0.0027990000000000003
2025/03/10,Norway,2013,Carbon dioxide (CO2),23401000000
2025/03/10,Portugal,2007,Carbon monoxide (CO),28935000
2025/03/10,Poland,2013,Cadmium and compounds (as Cd),807.2
2025/03/10,Hungary,2007,Nitrogen oxides (NOX),25960000
2025/03/10,Spain,2018,Nickel and compounds (as Ni),41452.100000000006
2025/03/10,France,2019,Hydrogen cyanide (HCN),88918
2025/03/10,Slovenia,2007,Chlorine and inorganic compounds (as HCl),94200
2025/03/10,Norway,2009,Copper and compounds (as Cu),1350
2025/03/10,Belgium,2007,Particulate matter (PM10),4124700
2025/03/10,Spain,2009,Polychlorinated biphenyls (PCBs),453.67
2025/03/10,Belgium,2022,Sulphur oxides (SOX),19772000
2025/03/10,Malta,2008,Carbon dioxide (CO2),2015000000
2025/03/10,Malta,2008,Cadmium and compounds (as Cd),34.7
2025/03/10,United Kingdom,2013,Particulate matter (PM10),16386100
2025/03/10,France,2017,Hydro-fluorocarbons (HFCS),167451
2025/03/10,Poland,2019,Methane (CH4),464399000
2025/03/10,Spain,2022,Zinc and compounds (as Zn),84692
2025/03/10,Spain,2015,PCDD + PCDF (dioxins + furans) (as Teq),0.036505
2025/03/10,Greece,2011,Lead and compounds (as Pb),1892
2025/03/10,Romania,2009,Cadmium and compounds (as Cd),462.8
2025/03/10,Norway,2017,Nitrous oxide (N2O),978300
2025/03/10,Poland,2017,Chlorine and inorganic compounds (as HCl),8490700
2025/03/10,Hungary,2008,Carbon monoxide (CO),32973000
2025/03/10,France,2013,Hydrochlorofluorocarbons (HCFCs),65009.82000000001
2025/03/10,France,2013,Perfluorocarbons (PFCs),25144
2025/03/10,Spain,2007,PCDD + PCDF (dioxins + furans) (as Teq),0.046568000000000005
2025/03/10,Slovenia,2015,Nitrogen oxides (NOX),4929000
2025/03/10,Sweden,2020,Methane (CH4),7579000
2025/03/10,Finland,2013,Nitrogen oxides (NOX),55478000
2025/03/10,Czechia,2016,Carbon dioxide (CO2) excluding biomass,62985784000
2025/03/10,Portugal,2008,Particulate matter (PM10),4850800
2025/03/10,Germany,2016,Nitrous oxide (N2O),8379200
2025/03/10,Belgium,2007,Ammonia (NH3),3047400
2025/03/10,Spain,2008,Polycyclic aromatic hydrocarbons (PAHs),32060.2
2025/03/10,United Kingdom,2008,Carbon dioxide (CO2),268727000000
2025/03/10,Spain,2013,Lead and compounds (as Pb),25642
2025/03/10,Slovakia,2014,Non-methane volatile organic compounds (NMVOC),4860000
2025/03/10,Iceland,2011,Fluorine and inorganic compounds (as HF),207800
2025/03/10,Netherlands,2012,Chromium and compounds (as Cr),717
2025/03/10,Spain,2013,Perfluorocarbons (PFCs),8540
2025/03/10,France,2021,Non-methane volatile organic compounds (NMVOC),40016000
2025/03/10,Poland,2020,Particulate matter (PM10),6454400
2025/03/10,Poland,2012,Hydrochlorofluorocarbons (HCFCs),7222.610000000001
2025/03/10,Belgium,2010,Trichloromethane,14460
2025/03/10,Italy,2018,Hydro-fluorocarbons (HFCS),42161.93
2025/03/10,Spain,2011,Arsenic and compounds (as As),4591.400000000001
2025/03/10,Norway,2011,Sulphur oxides (SOX),11014000
2025/03/10,France,2014,Trichloroethylene (TRI),12200
2025/03/10,Norway,2012,Carbon dioxide (CO2),22665000000
2025/03/10,Spain,2013,Benzene,109930
2025/03/10,United Kingdom,2016,Methane (CH4),289172000
2025/03/10,France,2018,Zinc and compounds (as Zn),92730
2025/03/10,France,2014,Chlorofluorocarbons (CFCs),1482.5
2025/03/10,France,2020,Fluorine and inorganic compounds (as HF),280920
2025/03/10,Germany,2020,Arsenic and compounds (as As),1353.3
2025/03/10,Germany,2011,Dichloromethane (DCM),32340
2025/03/10,Netherlands,2016,Carbon dioxide (CO2),97863000000
2025/03/10,Hungary,2009,Zinc and compounds (as Zn),8407
2025/03/10,United Kingdom,2017,Hydrogen cyanide (HCN),21495
2025/03/10,Belgium,2007,Mercury and compounds (as Hg),1302.6
2025/03/10,Italy,2009,Arsenic and compounds (as As),1206.3
2025/03/10,Poland,2014,Nitrogen oxides (NOX),253315000
2025/03/10,Norway,2011,Nickel and compounds (as Ni),5816.5
2025/03/10,Greece,2017,Carbon monoxide (CO),30267000
2025/03/10,Italy,2009,Tetrachloroethylene,10080
2025/03/10,Finland,2008,Mercury and compounds (as Hg),388.2
2025/03/10,Belgium,2009,Trichloromethane,10390
2025/03/10,Netherlands,2016,Nitrogen oxides (NOX),39970000
2025/03/10,Netherlands,2018,Chlorofluorocarbons (CFCs),24885.72
2025/03/10,Sweden,2013,Carbon monoxide (CO),45898000
2025/03/10,Greece,2020,Hydro-fluorocarbons (HFCS),3183
2025/03/10,Netherlands,2014,Hydrochlorofluorocarbons (HCFCs),83258.51000000002
2025/03/10,Poland,2014,Cadmium and compounds (as Cd),781.8
2025/03/10,Germany,2015,Chlorofluorocarbons (CFCs),207.33999999999997
2025/03/10,Luxembourg,2020,Carbon dioxide (CO2),1257000000
2025/03/10,Sweden,2010,Nitrous oxide (N2O),2091400
2025/03/10,Cyprus,2015,Zinc and compounds (as Zn),2480
2025/03/10,Denmark,2020,Chlorine and inorganic compounds (as HCl),223436
2025/03/10,Spain,2012,Perfluorocarbons (PFCs),6960
2025/03/10,Bulgaria,2023,Nitrous oxide (N2O),307088
2025/03/10,Hungary,2023,Particulate matter (PM10),496733
2025/03/10,Greece,2013,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",177
2025/03/10,Luxembourg,2019,Benzene,32760
2025/03/10,Slovakia,2019,Mercury and compounds (as Hg),56.3
2025/03/10,Norway,2010,Copper and compounds (as Cu),1573
2025/03/10,Estonia,2015,Benzene,709000
2025/03/10,Ireland,2011,Hydrochlorofluorocarbons (HCFCs),167.51
2025/03/10,Luxembourg,2020,Nitrogen oxides (NOX),2010000
2025/03/10,Bulgaria,2023,Zinc and compounds (as Zn),14956
2025/03/10,Austria,2008,Lead and compounds (as Pb),1636
2025/03/10,Belgium,2016,"Benzo(g,h,i)perylene",1.5107300000000001
2025/03/10,Netherlands,2022,Benzene,39740
2025/03/10,Luxembourg,2012,Zinc and compounds (as Zn),2376
2025/03/10,United Kingdom,2014,Halons,268.07000000000005
2025/03/10,Croatia,2023,Carbon dioxide (CO2),6083000000
2025/03/10,Portugal,2021,Trichloromethane,20810
2025/03/10,Estonia,2015,Lead and compounds (as Pb),25743
2025/03/10,Hungary,2023,Ammonia (NH3),15916321
2025/03/10,Netherlands,2016,Cadmium and compounds (as Cd),329
2025/03/10,Italy,2016,Polychlorinated biphenyls (PCBs),6.015000000000001
2025/03/10,Belgium,2015,Non-methane volatile organic compounds (NMVOC),17623000
2025/03/10,Hungary,2014,Vinyl chloride,6200
2025/03/10,Hungary,2012,Carbon dioxide (CO2),19978000000
2025/03/10,Belgium,2021,Mercury and compounds (as Hg),485.7
2025/03/10,Sweden,2010,Arsenic and compounds (as As),352.4
2025/03/10,Greece,2010,Hydrochlorofluorocarbons (HCFCs),582
2025/03/10,Hungary,2015,Carbon dioxide (CO2),20455000000
2025/03/10,Bulgaria,2011,Methane (CH4),80618000
2025/03/10,Spain,2012,Vinyl chloride,21420
2025/03/10,Netherlands,2014,PCDD + PCDF (dioxins + furans) (as Teq),0.000853
2025/03/10,Belgium,2015,Zinc and compounds (as Zn),31730
2025/03/10,Switzerland,2017,Carbon monoxide (CO),5676000
2025/03/10,Austria,2007,Hydrogen cyanide (HCN),2426
2025/03/10,Hungary,2015,Particulate matter (PM10),318000
2025/03/10,Denmark,2021,Benzene,98.8
